Date,Close,High,Low,Open,Volume,Ticker,Daily_Return_%,MA_50,MA_200
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,
2007-09-17,4494.64990234375,4549.0498046875,4482.85009765625,4518.4501953125,0,^NSEI,,,
2007-09-18,4546.2001953125,4551.7998046875,4481.5498046875,4494.10009765625,0,^NSEI,1.1469256580333154,,
2007-09-19,4732.35009765625,4739.0,4550.25,4550.25,0,^NSEI,4.094626156931791,,
2007-09-20,4747.5498046875,4760.85009765625,4721.14990234375,4734.85009765625,0,^NSEI,0.32118728998469237,,
2007-09-21,4837.5498046875,4855.7001953125,4733.7001953125,4752.9501953125,0,^NSEI,1.8957147097464544,,
2007-09-24,4932.2001953125,4941.14990234375,4837.14990234375,4837.14990234375,0,^NSEI,1.9565770781994951,,
2007-09-25,4938.85009765625,4953.89990234375,4878.14990234375,4939.10009765625,0,^NSEI,0.13482628604715163,,
2007-09-26,4940.5,4980.85009765625,4930.35009765625,4937.60009765625,0,^NSEI,0.03340660905122306,,
2007-09-27,5000.5498046875,5016.39990234375,4942.7001953125,4942.7001953125,0,^NSEI,1.2154600685659434,,
2007-09-28,5021.35009765625,5055.7998046875,4996.4501953125,4996.4501953125,0,^NSEI,0.4159601200102392,,
2007-10-01,5068.9501953125,5089.2998046875,5001.35009765625,5021.5,0,^NSEI,0.947954170303067,,
2007-10-03,5210.7998046875,5261.35009765625,5034.14990234375,5069.0,0,^NSEI,2.7984021130484704,,
2007-10-04,5208.64990234375,5233.10009765625,5126.0498046875,5211.64990234375,0,^NSEI,-0.0412585864806414,,
2007-10-05,5185.85009765625,5248.5498046875,5164.5,5208.14990234375,0,^NSEI,-0.4377296442450662,,
2007-10-08,5085.10009765625,5249.2998046875,5024.75,5186.25,0,^NSEI,-1.9427865847015946,,
2007-10-09,5327.25,5348.7001953125,5000.9501953125,5062.64990234375,0,^NSEI,4.76194957215017,,
2007-10-10,5441.4501953125,5454.7001953125,5328.14990234375,5328.14990234375,0,^NSEI,2.1436988185743022,,
2007-10-11,5524.85009765625,5532.75,5424.25,5438.89990234375,0,^NSEI,1.5326778588471646,,
