Date,Close,High,Low,Open,Volume,Ticker,Daily_Return_%,MA_50,MA_200
,^CRSLDX,^CRSLDX,^CRSLDX,^CRSLDX,^CRSLDX,,,,
2005-09-26,2245.39697265625,2247.4970675723957,2195.7471350932537,2195.7471350932537,0,^CRSLDX,,,
2005-09-27,2259.34716796875,2274.797099106754,2241.2971425460296,2246.2470872993285,0,^CRSLDX,0.621279688285914,,
2005-09-28,2280.34716796875,2282.3969700227567,2250.6470108136764,2261.2971436152397,0,^CRSLDX,0.9294720305812909,,
2005-09-29,2281.7470703125,2302.297092755078,2275.5471271011465,2289.547109125634,0,^CRSLDX,0.06138987797181805,,
2005-09-30,2273.9970703125,2284.8969586134585,2242.8472081004475,2284.09715495638,0,^CRSLDX,-0.33965201931599465,,
2005-10-03,2299.447021484375,2302.1469692162914,2282.4970919081256,2282.4970919081256,0,^CRSLDX,1.1191725576136013,,
2005-10-04,2327.746826171875,2329.996823104057,2300.0469127681813,2300.0469127681813,0,^CRSLDX,1.230722187686295,,
2005-10-05,2313.2470703125,2333.0971428289754,2307.896979432048,2331.3471450453176,0,^CRSLDX,-0.6229094889679487,,
2005-10-06,2270.047119140625,2299.7970807457873,2264.4970774752974,2284.896953491285,0,^CRSLDX,-1.867502685998823,,
2005-10-07,2264.09716796875,2293.0470816801303,2244.297144761381,2268.347162469359,0,^CRSLDX,-0.2621069457856673,,
2005-10-10,2253.59716796875,2279.247036967543,2249.347173493764,2272.8969475664408,0,^CRSLDX,-0.46376101470151365,,
2005-10-11,2263.9970703125,2267.347163633618,2224.6970723398795,2266.847164280634,0,^CRSLDX,0.46148009464903605,,
2005-10-13,2226.2470703125,2267.446967266303,2220.146980683821,2254.3969356117054,0,^CRSLDX,-1.66740498452983,,
2005-10-14,2181.047119140625,2229.4970052322806,2176.4470276634393,2229.146908046298,0,^CRSLDX,-2.030320523477669,,
2005-10-17,2172.59716796875,2189.8471447076313,2154.896996524444,2189.5971450447487,0,^CRSLDX,-0.38742634662585207,,
2005-10-18,2157.89697265625,2201.89691291935,2144.5971860253203,2178.396944824285,0,^CRSLDX,-0.6766185434294636,,
2005-10-19,2105.647216796875,2141.447219965601,2094.497328673716,2141.447219965601,0,^CRSLDX,-2.421327640821447,,
2005-10-20,2085.147216796875,2145.8971385545515,2059.847444693992,2112.7472789058697,0,^CRSLDX,-0.9735723931563744,,
2005-10-21,2119.447265625,2122.447261823712,2070.8474736900625,2092.9472992030483,0,^CRSLDX,1.6449701273762107,,
2005-10-24,2092.04736328125,2131.8473610183905,2087.3474181426623,2131.8473610183905,0,^CRSLDX,-1.2927852836041254,,
2005-10-25,2108.497314453125,2125.5473415650035,2088.6972908438565,2105.4973182741546,0,^CRSLDX,0.7863087356719367,,
2005-10-26,2098.197265625,2119.147189982426,2095.0974160769674,2110.047348113967,0,^CRSLDX,-0.48850187085945906,,
2005-10-27,2052.04736328125,2102.9972477742044,2043.9973249883376,2098.197205227971,0,^CRSLDX,-2.199502549156318,,
2005-10-28,2022.1473388671875,2052.797322576022,2015.9973226207578,2052.797322576022,0,^CRSLDX,-1.4570825678337118,,
2005-10-31,2067.79736328125,2069.2473125700067,2031.7473612729789,2035.897380297214,0,^CRSLDX,2.2575023855401,,
2005-11-02,2106.397216796875,2109.1472132907725,2066.2473656420966,2084.547391138641,0,^CRSLDX,1.8667135475196384,,
2005-11-07,2141.947021484375,2143.497068192395,2104.1470243578924,2111.5471607205945,0,^CRSLDX,1.687706592280791,,
2005-11-08,2172.9970703125,2182.6970084066825,2149.547150756377,2151.097197494691,0,^CRSLDX,1.449617965182326,,
2005-11-09,2166.59716796875,2196.4970298817025,2158.247081603544,2178.59715174229,0,^CRSLDX,-0.2945196029569219,,
2005-11-10,2177.2470703125,2181.0471140273144,2164.4470387080028,2174.747073676477,0,^CRSLDX,0.4915497214341258,,
2005-11-11,2220.197021484375,2221.396971072842,2189.947061401071,2189.947061401071,0,^CRSLDX,1.9726723603173957,,
2005-11-14,2227.14697265625,2243.8471460006044,2209.6469956764927,2235.5971568530044,0,^CRSLDX,0.31303308240764327,,
2005-11-16,2245.2470703125,2247.597164902253,2230.997088906441,2236.497081729832,0,^CRSLDX,0.8127033320419974,,
2005-11-17,2259.547119140625,2262.9470170761297,2231.847203883954,2231.897008506878,0,^CRSLDX,0.6369031282661863,,
2005-11-18,2268.9970703125,2283.6469537405887,2263.047126823083,2265.847172035841,0,^CRSLDX,0.4182232400388841,,
2005-11-21,2255.2470703125,2275.8471412081476,2250.1469792815433,2267.2971034869825,0,^CRSLDX,-0.6059946123291526,,
2005-11-22,2233.89697265625,2264.247030509328,2230.2971238617165,2248.3969536399686,0,^CRSLDX,-0.9466855289292808,,
2005-11-23,2255.4970703125,2257.9470183021135,2234.047147002143,2237.7971421312373,0,^CRSLDX,0.9669245234065649,,
2005-11-24,2274.697021484375,2280.3471606916746,2268.0971764689957,2269.4470282460843,0,^CRSLDX,0.851251434754241,,
2005-11-25,2300.697021484375,2302.6970189375957,2275.247102720204,2275.247102720204,0,^CRSLDX,1.1430093658377993,,
2005-11-28,2346.846923828125,2350.4968212358276,2327.7969007628644,2327.7969007628644,0,^CRSLDX,2.0059095966480145,,
2005-11-29,2336.796875,2346.7968614180586,2322.296894693815,2345.946764916406,0,^CRSLDX,-0.4282362316043842,,
2005-11-30,2306.14697265625,2362.8470959379365,2302.3969774201764,2345.5470690874536,0,^CRSLDX,-1.3116203069104992,,
2005-12-01,2342.296875,2345.3967243153083,2299.246884504904,2314.0469132788894,0,^CRSLDX,1.5675454674995093,,
2005-12-02,2345.146728515625,2366.9467478404727,2340.6967833661283,2358.4467593440186,0,^CRSLDX,0.12166918489462386,,
2005-12-05,2319.697021484375,2354.297075442097,2315.0971737781797,2354.1969779122664,0,^CRSLDX,-1.085207450851422,,
2005-12-06,2318.447021484375,2340.4469936842816,2307.947034752601,2322.797113643665,0,^CRSLDX,-0.05388634758862754,,
2005-12-07,2339.746826171875,2341.7468234589114,2321.4968509276664,2321.4968509276664,0,^CRSLDX,0.9187100024335537,,
2005-12-08,2350.896728515625,2353.6467248029926,2329.9468056271935,2347.996830086883,0,^CRSLDX,0.4765431122303321,,
2005-12-09,2385.846923828125,2388.046872073468,2355.1467693552163,2355.1467693552163,0,^CRSLDX,1.486675058439002,2230.400075683594,
2005-12-12,2402.496826171875,2410.8469127972094,2392.696790290127,2393.8967398768036,0,^CRSLDX,0.6978612993760347,2233.5420727539063,
2005-12-13,2427.896728515625,2429.196775644285,2396.396769693429,2403.646760215998,0,^CRSLDX,1.0572293818269962,2236.913063964844,
2005-12-14,2425.69677734375,2441.096903678305,2411.3967472260583,2432.046866691421,0,^CRSLDX,-0.09061139817178043,2239.8200561523436,
2005-12-15,2401.19677734375,2438.3966793459376,2390.8967421298953,2437.296827284063,0,^CRSLDX,-1.0100190686994526,2242.2090502929686,
2005-12-16,2425.396728515625,2427.6467255713214,2396.7969124251763,2413.096939923395,0,^CRSLDX,1.0078287377449202,2245.237043457031,
2005-12-19,2452.646728515625,2453.996824424794,2431.596951067423,2431.596951067423,0,^CRSLDX,1.123527531789703,2248.3010375976564,
2005-12-20,2446.846923828125,2461.396709642961,2437.646740449269,2455.396717425607,0,^CRSLDX,-0.23647126265958773,2250.6830395507814,
